;timestamp;ORCHIDS;TRANSPORT_FEES;EXPORT_TARIFF;IMPORT_TARIFF;SUNLIGHT;HUMIDITY;DAY;Humidity_Penalty;cumulative_sunlight;penalty;Sunlight_Penalty;Total_Penalty;Adjusted_Orchid_Production
21;2100;1197.75;1.5;9.5;-2.0;2489.123;79.09002;-1;0.0;54875.5763;18.151244237;18.151244237;18.151244237;-17.151244237
22;2200;1198.0;1.5;9.5;-2.0;2488.6729;79.09451;-1;0.0;57364.2492;18.126357508;18.126357508;18.126357508;-17.126357508
23;2300;1197.25;1.5;9.5;-2.0;2488.2288;79.09903;-1;0.0;59852.478;18.10147522;18.10147522;18.10147522;-17.10147522
24;2400;1196.25;1.5;9.5;-2.0;2487.7908;79.10357;-1;0.0;62340.2688;18.076597312;18.076597312;18.076597312;-17.076597312
25;2500;1197.25;1.5;9.5;-2.0;2487.359;79.10812;-1;0.0;64827.6278;18.051723722000002;18.051723722000002;18.051723722000002;-17.051723722000002
26;2600;1196.25;1.5;9.5;-2.0;2486.933;79.11269;-1;0.0;67314.5608;18.026854392;18.026854392;18.026854392;-17.026854392
27;2700;1196.25;1.5;9.5;-2.0;2486.5134;79.11729;-1;0.0;69801.0742;18.001989258000002;18.001989258000002;18.001989258000002;-17.001989258000002
28;2800;1197.25;1.4;9.5;-2.0;2486.0996;79.121895;-1;0.0;72287.1738;17.977128262;17.977128262;17.977128262;-16.977128262
29;2900;1196.25;1.4;9.5;-2.0;2485.6921;79.126526;-1;0.0;74772.8659;17.952271341;17.952271341;17.952271341;-16.952271341
30;3000;1196.75;1.4;9.5;-2.0;2485.2903;79.13118;-1;0.0;77258.1562;17.927418438;17.927418438;17.927418438;-16.927418438
31;3100;1197.75;1.4;9.5;-2.0;2484.8948;79.13584;-1;0.0;79743.051;17.90256949;17.90256949;17.90256949;-16.90256949
32;3200;1198.75;1.4;9.5;-2.0;2484.5051;79.14053;-1;0.0;82227.5561;17.877724439;17.877724439;17.877724439;-16.877724439
33;3300;1199.75;1.4;9.5;-2.0;2484.1216;79.14523;-1;0.0;84711.6777;17.852883223000003;17.852883223000003;17.852883223000003;-16.852883223000003
34;3400;1199.75;1.4;9.5;-2.0;2483.744;79.149956;-1;0.0;87195.4217;17.828045783;17.828045783;17.828045783;-16.828045783
35;3500;1199.5;1.4;9.5;-2.0;2483.3723;79.1547;-1;0.0;89678.794;17.80321206;17.80321206;17.80321206;-16.80321206
36;3600;1199.5;1.4;9.5;-2.0;2483.0066;79.15946;-1;0.0;92161.8006;17.778381994000004;17.778381994000004;17.778381994000004;-16.778381994000004
37;3700;1199.75;1.4;9.5;-2.0;2482.647;79.164246;-1;0.0;94644.4476;17.753555524;17.753555524;17.753555524;-16.753555524
38;3800;1199.25;1.4;9.5;-2.0;2482.2932;79.169044;-1;0.0;97126.7408;17.728732592;17.728732592;17.728732592;-16.728732592
39;3900;1198.25;1.4;9.5;-2.0;2481.9453;79.17386;-1;0.0;99608.6861;17.703913139;17.703913139;17.703913139;-16.703913139
40;4000;1199.25;1.4;9.5;-2.0;2481.6035;79.178696;-1;0.0;102090.2896;17.679097104;17.679097104;17.679097104;-16.679097104
41;4100;1199.25;1.4;9.5;-2.0;2481.2676;79.18355;-1;0.0;104571.5572;17.654284428000004;17.654284428000004;17.654284428000004;-16.654284428000004
42;4200;1199.75;1.4;9.5;-2.0;2480.9375;79.18842;-1;0.0;107052.4947;17.629475053000004;17.629475053000004;17.629475053000004;-16.629475053000004
43;4300;1201.25;1.4;9.5;-2.0;2480.6133;79.19331;-1;0.0;109533.10800000001;17.60466892;17.60466892;17.60466892;-16.60466892
44;4400;1201.75;1.4;9.5;-2.0;2480.2952;79.19823;-1;0.0;112013.4032;17.579865968;17.579865968;17.579865968;-16.579865968
45;4500;1201.75;1.4;9.5;-2.0;2479.9827;79.203156;-1;0.0;114493.3859;17.555066141;17.555066141;17.555066141;-16.555066141
46;4600;1201.75;1.4;9.5;-2.0;2479.6763;79.2081;-1;0.0;116973.0622;17.530269378;17.530269378;17.530269378;-16.530269378
47;4700;1201.75;1.4;9.5;-2.0;2479.3755;79.213066;-1;0.0;119452.4377;17.505475623000002;17.505475623000002;17.505475623000002;-16.505475623000002
48;4800;1201.25;1.4;9.5;-2.0;2479.0808;79.21805;-1;0.0;121931.5185;17.480684815;17.480684815;17.480684815;-16.480684815
49;4900;1201.25;1.4;9.5;-2.0;2478.792;79.22305;-1;0.0;124410.3105;17.455896895000002;17.455896895000002;17.455896895000002;-16.455896895000002
50;5000;1201.0;1.4;9.5;-2.0;2478.5088;79.22807;-1;0.0;126888.8193;17.431111807;17.431111807;17.431111807;-16.431111807
51;5100;1200.25;1.4;9.5;-2.0;2478.2317;79.23311;-1;0.0;129367.051;17.40632949;17.40632949;17.40632949;-16.40632949
52;5200;1200.25;1.4;9.5;-2.0;2477.9602;79.23817;-1;0.0;131845.0112;17.381549888000002;17.381549888000002;17.381549888000002;-16.381549888000002
53;5300;1200.75;1.4;9.5;-2.0;2477.6946;79.24324;-1;0.0;134322.7058;17.356772942;17.356772942;17.356772942;-16.356772942
54;5400;1201.0;1.4;9.5;-2.0;2477.4348;79.24834;-1;0.0;136800.1406;17.331998594;17.331998594;17.331998594;-16.331998594
55;5500;1201.0;1.4;9.5;-2.0;2477.181;79.25345;-1;0.0;139277.3216;17.307226784;17.307226784;17.307226784;-16.307226784
56;5600;1200.25;1.4;9.5;-2.0;2476.9326;79.258575;-1;0.0;141754.2542;17.282457458;17.282457458;17.282457458;-16.282457458
57;5700;1199.75;1.4;9.5;-2.0;2476.6902;79.263725;-1;0.0;144230.9444;17.257690556000004;17.257690556000004;17.257690556000004;-16.257690556000004
58;5800;1198.25;1.4;9.5;-2.0;2476.4536;79.26889;-1;0.0;146707.398;17.23292602;17.23292602;17.23292602;-16.23292602
59;5900;1198.75;1.4;9.5;-2.0;2476.2227;79.27408;-1;0.0;149183.6207;17.208163793;17.208163793;17.208163793;-16.208163793
60;6000;1197.75;1.4;9.5;-2.0;2475.9973;79.27928;-1;0.0;151659.618;17.183403820000002;17.183403820000002;17.183403820000002;-16.183403820000002
61;6100;1197.75;1.4;9.5;-2.0;2475.778;79.2845;-1;0.0;154135.396;17.15864604;17.15864604;17.15864604;-16.15864604
62;6200;1197.5;1.4;9.5;-2.2;2475.5642;79.28974;-1;0.0;156610.9602;17.133890398000002;17.133890398000002;17.133890398000002;-16.133890398000002
63;6300;1197.25;1.4;9.5;-2.2;2475.3562;79.295;-1;0.0;159086.3164;17.109136836;17.109136836;17.109136836;-16.109136836
64;6400;1199.25;1.4;9.5;-2.2;2475.154;79.30028;-1;0.0;161561.4704;17.084385296;17.084385296;17.084385296;-16.084385296
65;6500;1199.75;1.4;9.5;-2.2;2474.9573;79.305565;-1;0.0;164036.4277;17.059635723000003;17.059635723000003;17.059635723000003;-16.059635723000003
66;6600;1200.0;1.4;9.5;-2.2;2474.7666;79.31088;-1;0.0;166511.1943;17.034888057;17.034888057;17.034888057;-16.034888057
67;6700;1200.0;1.4;9.5;-2.2;2474.5813;79.31621;-1;0.0;168985.7756;17.010142244;17.010142244;17.010142244;-16.010142244
68;6800;1200.0;1.4;9.5;-2.2;2474.4016;79.321556;-1;0.0;171460.1772;16.985398228;16.985398228;16.985398228;-15.985398228000001
69;6900;1201.25;1.4;9.5;-2.2;2474.2278;79.32692;-1;0.0;173934.405;16.96065595;16.96065595;16.96065595;-15.96065595
70;7000;1201.0;1.4;9.5;-2.2;2474.0596;79.332306;-1;0.0;176408.4646;16.935915354000002;16.935915354000002;16.935915354000002;-15.935915354000002
71;7100;1199.75;1.4;9.5;-2.2;2473.897;79.33771;-1;0.0;178882.3616;16.911176384;16.911176384;16.911176384;-15.911176384000001
72;7200;1198.75;1.4;9.5;-2.2;2473.74;79.343124;-1;0.0;181356.1016;16.886438984;16.886438984;16.886438984;-15.886438984000002
73;7300;1200.25;1.4;9.5;-2.2;2473.5886;79.348564;-1;0.0;183829.6902;16.861703098;16.861703098;16.861703098;-15.861703098
74;7400;1200.25;1.4;9.5;-2.2;2473.4429;79.35401;-1;0.0;186303.1331;16.836968669;16.836968669;16.836968669;-15.836968669
75;7500;1200.5;1.4;9.5;-2.2;2473.3027;79.35949;-1;0.0;188776.4358;16.812235642;16.812235642;16.812235642;-15.812235642000001
76;7600;1201.25;1.4;9.5;-2.2;2473.1682;79.364975;-1;0.0;191249.604;16.787503960000002;16.787503960000002;16.787503960000002;-15.787503960000002
77;7700;1198.75;1.4;9.5;-2.2;2473.0393;79.37048;-1;0.0;193722.6433;16.762773567;16.762773567;16.762773567;-15.762773567
78;7800;1198.75;1.4;9.5;-2.2;2472.916;79.376015;-1;0.0;196195.5593;16.738044407;16.738044407;16.738044407;-15.738044407
79;7900;1199.25;1.4;9.5;-2.2;2472.7983;79.38155;-1;0.0;198668.3576;16.713316424000002;16.713316424000002;16.713316424000002;-15.713316424000002
80;8000;1199.25;1.4;9.5;-2.2;2472.686;79.387115;-1;0.0;201141.0436;16.688589564;16.688589564;16.688589564;-15.688589564
81;8100;1199.5;1.4;9.5;-2.2;2472.5793;79.39269;-1;0.0;203613.6229;16.663863771;16.663863771;16.663863771;-15.663863770999999
82;8200;1200.75;1.4;9.5;-2.2;2472.4783;79.39829;-1;0.0;206086.1012;16.639138988000003;16.639138988000003;16.639138988000003;-15.639138988000003
83;8300;1199.25;1.4;9.5;-2.2;2472.3826;79.40391;-1;0.0;208558.4838;16.614415162;16.614415162;16.614415162;-15.614415162
84;8400;1199.0;1.4;9.5;-2.2;2472.2925;79.40954;-1;0.0;211030.7763;16.589692237;16.589692237;16.589692237;-15.589692237000001
85;8500;1199.25;1.4;9.5;-2.2;2472.2078;79.415184;-1;0.0;213502.9841;16.564970159;16.564970159;16.564970159;-15.564970159000001
86;8600;1198.25;1.4;9.5;-2.2;2472.1287;79.42085;-1;0.0;215975.1128;16.540248872000003;16.540248872000003;16.540248872000003;-15.540248872000003
87;8700;1197.75;1.4;9.5;-2.2;2472.0552;79.42654;-1;0.0;218447.168;16.51552832;16.51552832;16.51552832;-15.515528320000001
88;8800;1196.75;1.4;9.5;-2.2;2471.987;79.432236;-1;0.0;220919.155;16.49080845;16.49080845;16.49080845;-15.49080845
89;8900;1197.0;1.4;9.5;-2.2;2471.9243;79.43796;-1;0.0;223391.0793;16.466089207;16.466089207;16.466089207;-15.466089207
90;9000;1197.0;1.4;9.5;-2.2;2471.8672;79.443695;-1;0.0;225862.9465;16.441370535;16.441370535;16.441370535;-15.441370535
91;9100;1196.75;1.4;9.5;-2.2;2471.8154;79.44945;-1;0.0;228334.7619;16.416652381000002;16.416652381000002;16.416652381000002;-15.416652381000002
92;9200;1197.0;1.4;9.5;-2.2;2471.7693;79.455215;-1;0.0;230806.5312;16.391934688;16.391934688;16.391934688;-15.391934688
93;9300;1197.75;1.4;9.5;-2.2;2471.7285;79.461006;-1;0.0;233278.2597;16.367217403;16.367217403;16.367217403;-15.367217403000001
94;9400;1197.75;1.4;9.5;-2.2;2471.6929;79.46681;-1;0.0;235749.9526;16.342500474;16.342500474;16.342500474;-15.342500474000001
95;9500;1197.5;1.4;9.5;-2.2;2471.663;79.47263;-1;0.0;238221.6156;16.317783844;16.317783844;16.317783844;-15.317783844000001
96;9600;1195.75;1.4;9.5;-2.2;2471.6384;79.47848;-1;0.0;240693.254;16.293067460000003;16.293067460000003;16.293067460000003;-15.293067460000003
97;9700;1197.25;1.4;9.5;-2.2;2471.6191;79.48434;-1;0.0;243164.8731;16.268351269;16.268351269;16.268351269;-15.268351269
98;9800;1197.75;1.4;9.5;-2.2;2471.6055;79.49021;-1;0.0;245636.4786;16.243635214;16.243635214;16.243635214;-15.243635214000001
99;9900;1197.25;1.4;9.5;-2.2;2471.597;79.4961;-1;0.0;248108.0756;16.218919244000002;16.218919244000002;16.218919244000002;-15.218919244000002
100;10000;1198.75;1.4;9.5;-2.2;2471.594;79.502014;-1;0.0;250579.6696;16.194203304000002;16.194203304000002;16.194203304000002;-15.194203304000002
101;10100;1198.25;1.4;9.5;-2.2;2471.5962;79.50794;-1;0.0;253051.2658;16.169487342000004;16.169487342000004;16.169487342000004;-15.169487342000004
102;10200;1198.5;1.4;9.5;-2.2;2471.604;79.513885;-1;0.0;255522.8698;16.144771302000002;16.144771302000002;16.144771302000002;-15.144771302000002
103;10300;1199.75;1.3;9.5;-2.2;2471.617;79.519844;-1;0.0;257994.4868;16.120055132;16.120055132;16.120055132;-15.120055132000001
104;10400;1200.75;1.3;9.5;-2.2;2471.6353;79.525826;-1;0.0;260466.1221;16.095338779000002;16.095338779000002;16.095338779000002;-15.095338779000002
105;10500;1201.25;1.3;9.5;-2.2;2471.659;79.53182;-1;0.0;262937.7811;16.070622189;16.070622189;16.070622189;-15.070622189000002
106;10600;1200.25;1.3;9.5;-2.2;2471.6877;79.537834;-1;0.0;265409.4688;16.045905312000002;16.045905312000002;16.045905312000002;-15.045905312000002
107;10700;1200.75;1.3;9.5;-2.2;2471.7222;79.54386;-1;0.0;267881.191;16.02118809;16.02118809;16.02118809;-15.021188089999999
108;10800;1202.25;1.3;9.5;-2.2;2471.7617;79.54991;-1;0.0;270352.9527;15.996470473;15.996470473;15.996470473;-14.996470473
109;10900;1201.25;1.3;9.5;-2.2;2471.8066;79.55597;-1;0.0;272824.7593;15.971752407;15.971752407;15.971752407;-14.971752407
110;11000;1202.75;1.3;9.5;-2.2;2471.8567;79.56206;-1;0.0;275296.616;15.947033840000001;15.947033840000001;15.947033840000001;-14.947033840000001
111;11100;1203.75;1.3;9.5;-2.2;2471.912;79.56815;-1;0.0;277768.528;15.922314720000003;15.922314720000003;15.922314720000003;-14.922314720000003
112;11200;1203.75;1.3;9.5;-2.2;2471.9727;79.574265;-1;0.0;280240.5007;15.897594993000002;15.897594993000002;15.897594993000002;-14.897594993000002
113;11300;1203.75;1.3;9.5;-2.2;2472.0386;79.5804;-1;0.0;282712.5393;15.872874607;15.872874607;15.872874607;-14.872874607
114;11400;1204.75;1.3;9.5;-2.2;2472.1099;79.58655;-1;0.0;285184.6492;15.848153508000003;15.848153508000003;15.848153508000003;-14.848153508000003
115;11500;1204.25;1.3;9.5;-2.2;2472.186;79.59271;-1;0.0;287656.8352;15.823431648;15.823431648;15.823431648;-14.823431648
116;11600;1204.75;1.3;9.5;-2.2;2472.2676;79.59889;-1;0.0;290129.1028;15.798708972000002;15.798708972000002;15.798708972000002;-14.798708972000002
117;11700;1204.25;1.3;9.5;-2.2;2472.3545;79.605095;-1;0.0;292601.4573;15.773985427000003;15.773985427000003;15.773985427000003;-14.773985427000003
118;11800;1204.75;1.3;9.5;-2.2;2472.4465;79.611305;-1;0.0;295073.9038;15.749260962000001;15.749260962000001;15.749260962000001;-14.749260962000001
119;11900;1205.75;1.3;9.5;-2.2;2472.5437;79.61754;-1;0.0;297546.4475;15.724535525000002;15.724535525000002;15.724535525000002;-14.724535525000002
120;12000;1205.25;1.3;9.5;-2.2;2472.646;79.623795;-1;0.0;300019.0935;15.699809065000002;15.699809065000002;15.699809065000002;-14.699809065000002
121;12100;1205.75;1.3;9.5;-2.2;2472.7537;79.63006;-1;0.0;302491.8472;15.675081528000002;15.675081528000002;15.675081528000002;-14.675081528000002
122;12200;1205.75;1.3;9.5;-2.2;2472.8662;79.63634;-1;0.0;304964.7134;15.650352866;15.650352866;15.650352866;-14.650352866
123;12300;1208.25;1.3;9.5;-2.2;2472.9841;79.64264;-1;0.0;307437.6975;15.625623025000001;15.625623025000001;15.625623025000001;-14.625623025000001
124;12400;1209.25;1.3;9.5;-2.2;2473.1072;79.64896;-1;0.0;309910.8047;15.600891953000001;15.600891953000001;15.600891953000001;-14.600891953000001
125;12500;1209.25;1.3;9.5;-2.2;2473.2354;79.65529;-1;0.0;312384.0401;15.576159599000002;15.576159599000002;15.576159599000002;-14.576159599000002
126;12600;1210.25;1.3;9.5;-2.2;2473.3687;79.66164;-1;0.0;314857.4088;15.551425912000003;15.551425912000003;15.551425912000003;-14.551425912000003
127;12700;1211.25;1.3;9.5;-2.2;2473.5068;79.66801;-1;0.0;317330.9156;15.526690844000003;15.526690844000003;15.526690844000003;-14.526690844000003
128;12800;1212.75;1.3;9.5;-2.2;2473.6504;79.674385;-1;0.0;319804.566;15.501954340000001;15.501954340000001;15.501954340000001;-14.501954340000001
129;12900;1211.25;1.3;9.5;-2.2;2473.799;79.680786;-1;0.0;322278.365;15.47721635;15.47721635;15.47721635;-14.47721635
130;13000;1209.75;1.3;9.5;-2.2;2473.9526;79.6872;-1;0.0;324752.3176;15.452476824000001;15.452476824000001;15.452476824000001;-14.452476824000001
131;13100;1209.75;1.3;9.5;-2.2;2474.1113;79.693634;-1;0.0;327226.4289;15.427735711000002;15.427735711000002;15.427735711000002;-14.427735711000002
132;13200;1210.75;1.3;9.5;-2.2;2474.2751;79.70008;-1;0.0;329700.704;15.402992960000002;15.402992960000002;15.402992960000002;-14.402992960000002
133;13300;1209.75;1.3;9.5;-2.2;2474.444;79.70655;-1;0.0;332175.148;15.378248520000001;15.378248520000001;15.378248520000001;-14.378248520000001
134;13400;1210.75;1.3;9.5;-2.2;2474.618;79.71303;-1;0.0;334649.766;15.35350234;15.35350234;15.35350234;-14.35350234
135;13500;1209.25;1.3;9.5;-2.2;2474.7969;79.71953;-1;0.0;337124.5629;15.328754371;15.328754371;15.328754371;-14.328754371
136;13600;1209.0;1.3;9.5;-2.2;2474.981;79.72604;-1;0.0;339599.5439;15.304004561000001;15.304004561000001;15.304004561000001;-14.304004561000001
137;13700;1209.0;1.3;9.5;-2.2;2475.17;79.732574;-1;0.0;342074.7139;15.279252861000003;15.279252861000003;15.279252861000003;-14.279252861000003
138;13800;1209.0;1.3;9.5;-2.2;2475.364;79.73912;-1;0.0;344550.0779;15.254499221000001;15.254499221000001;15.254499221000001;-14.254499221000001
139;13900;1209.0;1.3;9.5;-2.2;2475.563;79.74568;-1;0.0;347025.6409;15.229743591000002;15.229743591000002;15.229743591000002;-14.229743591000002
140;14000;1209.25;1.3;9.5;-2.2;2475.767;79.752266;-1;0.0;349501.4079;15.204985921;15.204985921;15.204985921;-14.204985921
141;14100;1208.25;1.3;9.5;-2.2;2475.976;79.75886;-1;0.0;351977.3839;15.180226161;15.180226161;15.180226161;-14.180226161
142;14200;1206.75;1.3;9.5;-2.2;2476.1902;79.76547;-1;0.0;354453.5741;15.155464259;15.155464259;15.155464259;-14.155464259
143;14300;1206.5;1.3;9.5;-2.2;2476.409;79.7721;-1;0.0;356929.9831;15.130700169;15.130700169;15.130700169;-14.130700169
144;14400;1206.5;1.3;9.5;-2.2;2476.633;79.77875;-1;0.0;359406.6161;15.105933839000002;15.105933839000002;15.105933839000002;-14.105933839000002
145;14500;1205.75;1.3;9.5;-2.2;2476.8618;79.78541;-1;0.0;361883.4779;15.081165221000001;15.081165221000001;15.081165221000001;-14.081165221000001
146;14600;1205.25;1.3;9.5;-2.2;2477.0957;79.79208;-1;0.0;364360.5736;15.056394264000001;15.056394264000001;15.056394264000001;-14.056394264000001
147;14700;1205.25;1.3;9.5;-2.2;2477.3342;79.798775;-1;0.0;366837.9078;15.031620922000002;15.031620922000002;15.031620922000002;-14.031620922000002
148;14800;1205.25;1.3;9.5;-2.2;2477.578;79.80549;-1;0.0;369315.4858;15.006845142000001;15.006845142000001;15.006845142000001;-14.006845142000001
149;14900;1205.25;1.3;9.5;-2.2;2477.8264;79.81221;-1;0.0;371793.3122;14.982066878000001;14.982066878000001;14.982066878000001;-13.982066878000001
150;15000;1205.25;1.3;9.5;-2.2;2478.08;79.818954;-1;0.0;374271.3922;14.957286078;14.957286078;14.957286078;-13.957286078
151;15100;1206.25;1.3;9.5;-2.2;2478.3384;79.825714;-1;0.0;376749.7306;14.932502694000002;14.932502694000002;14.932502694000002;-13.932502694000002
152;15200;1207.25;1.3;9.5;-2.2;2478.6016;79.83249;-1;0.0;379228.3322;14.907716678;14.907716678;14.907716678;-13.907716678
153;15300;1206.75;1.3;9.5;-2.2;2478.8696;79.83927;-1;0.0;381707.2018;14.882927982000002;14.882927982000002;14.882927982000002;-13.882927982000002
154;15400;1208.25;1.3;9.5;-2.2;2479.1426;79.84608;-1;0.0;384186.3444;14.858136556;14.858136556;14.858136556;-13.858136556
155;15500;1207.75;1.3;9.5;-2.2;2479.4204;79.852905;-1;0.0;386665.7648;14.833342352;14.833342352;14.833342352;-13.833342352
156;15600;1208.75;1.3;9.5;-2.2;2479.7031;79.85974;-1;0.0;389145.4679;14.808545321;14.808545321;14.808545321;-13.808545321
157;15700;1210.25;1.3;9.5;-2.2;2479.9905;79.86659;-1;0.0;391625.4584;14.783745416000002;14.783745416000002;14.783745416000002;-13.783745416000002
158;15800;1211.75;1.3;9.5;-2.2;2480.283;79.87347;-1;0.0;394105.7414;14.758942586000002;14.758942586000002;14.758942586000002;-13.758942586000002
159;15900;1212.25;1.3;9.5;-2.2;2480.58;79.88035;-1;0.0;396586.3214;14.734136786;14.734136786;14.734136786;-13.734136786
160;16000;1214.25;1.3;9.5;-2.2;2480.8818;79.887245;-1;0.0;399067.2032;14.709327968000002;14.709327968000002;14.709327968000002;-13.709327968000002
161;16100;1214.75;1.3;9.5;-2.2;2481.1887;79.894165;-1;0.0;401548.3919;14.684516081000002;14.684516081000002;14.684516081000002;-13.684516081000002
162;16200;1215.75;1.3;9.5;-2.2;2481.5002;79.9011;-1;0.0;404029.8921;14.659701079000001;14.659701079000001;14.659701079000001;-13.659701079000001
163;16300;1214.75;1.3;9.5;-2.2;2481.8164;79.90805;-1;0.0;406511.7085;14.634882915000002;14.634882915000002;14.634882915000002;-13.634882915000002
164;16400;1215.25;1.3;9.5;-2.2;2482.1375;79.91501;-1;0.0;408993.846;14.610061540000002;14.610061540000002;14.610061540000002;-13.610061540000002
165;16500;1213.75;1.3;9.5;-2.2;2482.4634;79.92199;-1;0.0;411476.3094;14.585236906;14.585236906;14.585236906;-13.585236906
166;16600;1211.25;1.3;9.5;-2.2;2482.794;79.928986;-1;0.0;413959.1034;14.560408966000002;14.560408966000002;14.560408966000002;-13.560408966000002
167;16700;1212.25;1.3;9.5;-2.2;2483.1292;79.936;-1;0.0;416442.2326;14.535577674;14.535577674;14.535577674;-13.535577674
168;16800;1213.25;1.3;9.5;-2.2;2483.4692;79.94302;-1;0.0;418925.7018;14.510742982000002;14.510742982000002;14.510742982000002;-13.510742982000002
169;16900;1213.25;1.3;9.5;-2.2;2483.814;79.950066;-1;0.0;421409.5158;14.485904842000002;14.485904842000002;14.485904842000002;-13.485904842000002
170;17000;1215.25;1.3;9.5;-2.2;2484.1636;79.95712;-1;0.0;423893.6794;14.461063206;14.461063206;14.461063206;-13.461063206
171;17100;1215.0;1.3;9.5;-2.2;2484.5176;79.9642;-1;0.0;426378.197;14.436218030000003;14.436218030000003;14.436218030000003;-13.436218030000003
172;17200;1214.75;1.3;9.5;-2.2;2484.8765;79.97129;-1;0.0;428863.0735;14.411369265000001;14.411369265000001;14.411369265000001;-13.411369265000001
173;17300;1213.75;1.3;9.5;-2.2;2485.24;79.97839;-1;0.0;431348.3135;14.386516865000003;14.386516865000003;14.386516865000003;-13.386516865000003
174;17400;1215.25;1.3;9.5;-2.2;2485.6082;79.98551;-1;0.0;433833.9217;14.361660783000001;14.361660783000001;14.361660783000001;-13.361660783000001
175;17500;1215.0;1.3;9.5;-2.2;2485.9812;79.99265;-1;0.0;436319.9029;14.336800971;14.336800971;14.336800971;-13.336800971
176;17600;1215.75;1.3;9.5;-2.2;2486.3586;79.9998;-1;0.0;438806.2615;14.311937385;14.311937385;14.311937385;-13.311937385
177;17700;1215.5;1.3;9.5;-2.2;2486.741;80.006966;-1;2.7864000000022317e-05;441293.0025;14.287069975000001;14.287069975000001;14.287097839000001;-13.287097839000001
178;17800;1215.75;1.4;9.5;-2.2;2487.1277;80.01415;-1;5.660000000000309e-05;443780.1302;14.262198698;14.262198698;14.262255298000001;-13.262255298000001
179;17900;1214.75;1.4;9.5;-2.2;2487.5193;80.02135;-1;8.539999999999282e-05;446267.6495;14.237323505;14.237323505;14.237408905;-13.237408905
180;18000;1213.25;1.4;9.5;-2.2;2487.9153;80.028564;-1;0.00011425600000001168;448755.5648;14.212444352;14.212444352;14.212558608;-13.212558608
181;18100;1211.75;1.4;9.5;-2.2;2488.316;80.03579;-1;0.00014316000000002304;451243.8808;14.187561192000002;14.187561192000002;14.187704352000003;-13.187704352000003
